ID	Name
H8MTer_U	H8 mannosyltransferase, endoplasmic reticulum
H8TAer	H8 transamidase, endoplasmic reticulum
HACD1m	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria)
HACD1x	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (peroxisome)
HACD9m	3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial
HBZOPT10m	Hydroxybenzoate Decaprenyltransferase
HEX1	hexokinase (D-glucose:ATP)
HEX10	hexokinase (D-glucosamine:ATP)
HEX4	hexokinase (D-mannose:ATP)
HEX7	hexokinase (D-fructose:ATP)
HEXCCPT1	carnitine O-palmitoyltransferase
HEXCCPT2	carnitine transferase
HGNTOR	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)
HIBDm	3-hydroxyisobutyrate dehydrogenase, mitochondrial
HISD	histidase
HISDC	histidine decarboxylase
HISTASE	Histaminase
HKYNH	3-Hydroxy-L-kynurenine hydrolase
HMBS	hydroxymethylbilane synthase
HMGCOARr	Hydroxymethylglutaryl CoA reductase (ir)
HMGCOASi	Hydroxymethylglutaryl CoA synthase (ir)
HMGCOASim	Hydroxymethylglutaryl CoA synthase (ir)
HMGLm	hydroxymethylglutaryl-CoA lyase
HMGLx	hydroxymethylglutaryl-CoA lyase
HOXG	Heme oxygenase 1
HPCLx	2-hydroxyphytanoyl-CoA lyase
HPDCACRNCPT1	carnitine fatty-acyl transferase
HPDCACRNCPT2	heptadecanoate transport into the mitochondria
HPYRDC	hydroxypyruvate decarboxylase
HPYRDCm	hydroxypyruvate decarboxylase, mitochondria
HPYRR2x	hydroxypyruvate reductase (NADH)
HPYRRy	Hydroxypyruvate reductase (NADPH)
HS1ly	heparan-N-sulfatase, lysosomal
HS2ly	heparan-N-sulfatase, lysosomal
HS3ly	heparan-N-sulfatase, lysosomal
HS4ly	heparan-N-sulfatase, lysosomal
HSD11B1r	11-beta-hydroxysteroid dehydrogenase type 1
HSD11B2r	11-beta-hydroxysteroid dehydrogenase type 2
HSD17B1	testicular 17-beta-hydroxysteroid dehydrogenase
HSD17B2r	17-beta-hydroxysteroid dehydrogenase
HSD17B42x	hydroxysteroid (17-beta) dehydrogenase 4
HSD17B4x	hydroxysteroid (17-beta) dehydrogenase 4
HSD17B7r	testicular 17-beta-hydroxysteroid dehydrogenase
HSD17B8r	17-beta-hydroxysteroid dehydrogenase
HSD17B9r	17-beta-hydroxysteroid dehydrogenase (type 7)
HSD3A1r	3 alpha-hydroxysteroid dehydrogenase (type 3)
HSD3A2r	3 alpha-hydroxysteroid dehydrogenase (type 3)
HSD3B11	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
HSD3B11r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
HSD3B12r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
HSD3B13	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
HSD3B13r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
HSD3B2r	3 beta-hydroxysteroid dehydrogenase type 1
HSD3B3r	3 beta-hydroxysteroid dehydrogenase type 1
HSD3B7P	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
HSPASEly	heparan sulfate proteoglycan protease, lysosome (endosome)
HXPRT	hypoxanthine phosphoribosyltransferase (Hypoxanthine)
HYPOE	hypothetical enyme
HYPTROX	Hypotaurine oxidase
ICDHxm	Isocitrate dehydrogenase (NAD+)
ICDHy	isocitrate dehydrogenase (NADP)
ICDHyp	Isocitrate dehydrogenase (NADP+)
ICDHyrm	Isocitrate dehydrogenase (NADP+)
IDHPOXOX2b	Iodide:hydrogen-peroxide oxidoreductase 2
IDHPOXOX3	Iodide:hydrogen-peroxide oxidoreductase 3
IDHPOXOX4	Iodide:hydrogen-peroxide oxidoreductase 4
IDHPOXOXb	Iodide:hydrogen-peroxide oxidoreductase
IDOAASE1ly	alpha-L-iduronidase, lysosomal
IDOAASE2ly	alpha-L-iduronidase, lysosomal
IDOAASE3ly	alpha-L-iduronidase, lysosomal
IDOAASE4ly	alpha-L-iduronidase, lysosomal
ILETA	isoleucine transaminase
ILETAm	isoleucine transaminase, mitochondrial
IMACTD	Imidazole acetaldeyde dehydrogenase
IMACTD_m	Imidazole acetaldeyde dehydrogenase (mito)
IMPC	IMP cyclohydrolase
IMPD	IMP dehydrogenase
INOSTO	inositol oxygenase
INSKm	insosine kinase, mitochondrial
IPDDIx	isopentenyl-diphosphate D-isomerase
ITCOAL1m	Itaconate--CoA ligase (GDP-forming), mitochondrial
ITCOALm	Itaconate--CoA ligase (ADP-forming), mitochondrial
IZPN	Imidazolonepropionase
KDNH	2-keto-3deoxy-D-glycero-D-galactononic acid phosphohydrolase
KHK	ketohexokinase
KHK2	ketohexokinase (D-xylulose)
KHK3	ketohexokinase (D-tagatose)
KYN	kynureninase
KYN3OX	kynurenine 3-monooxygenase
KYNAKGAT	L-Kynurenine:2-oxoglutarate aminotransferase
KYNATESYN	4-(2-Aminophenyl)-2,4-dioxobutanoate dehydratase
LACZe	b-galactosidase, extracellular
LACZly	b-galactosidase,lysosomal
LALDO	D-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)
LALDO2x	D-Lactaldehyde:NAD+ 1-oxidoreductase
LAPCOAl	lysosomal acid phosphorylase (CoA)
LCADi	lactaldehyde dehydrogenase
LCADi_D	lactaldehyde dehydrogenase
LCADi_Dm	lactaldehyde dehydrogenase, mitochondrial
LCADim	lactaldehyde dehydrogenase, mitochondrial
LCAT1e	Lecithin-cholesterol acyltransferase
LCYSTAT	L-Cysteate:2-oxoglutarate aminotransferase
LCYSTATm	L-Cysteate:2-oxoglutarate aminotransferase, mitochondrial
LCYSTCBOXL	3-Sulfoalanine carboxy-lyase
LDH_D	D-lactate dehydrogenase
LDH_L	L-lactate dehydrogenase
LDH_Lm	L-lactate dehydrogenase
LEUTA	leucine transaminase
LEUTAm	leucine transaminase, mitochondrial
LFORKYNHYD	L-Formylkynurenine hydrolase
LGNCCPT1	carnitine O-palmitoyltransferase
LGNCCPT2	transport into the mitochondria (carnitine)
LGTHL	lactoylglutathione lyase
LINKDEG1ly	degradation of proteoglycan linkage region, lysosomal
LINKDEG2ly	degradation of proteoglycan linkage region, lysosomal
LINKDEG3ly	degradation of proteoglycan linkage region, lysosomal
LINKDEG4ly	degradation of proteoglycan linkage region, lysosomal
LNELDCCPT1	carnitine O-palmitoyltransferase
LNELDCCPT2	carnitine transferase
LNLCCPT1	carnitine O-palmitoyltransferase
LNLCCPT2	carnitine transferase
LNLNCACPT1	carnitine O-palmitoyltransferase
LNLNCACPT2	carnitine transferase
LNLNCGCPT1	carnitine O-palmitoyltransferase
LNLNCGCPT2	carnitine transferase
LNS14DM	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)
LNSTLSr	lanosterol synthase
LPASE	lysophospholipase
LPCOXp	L-pipecolate oxidase, peroxisomal
LPS	lipase
LPS2	lipase
LPS2e	lipase, extracellular
LPS3	lipase
LPS3e	lipase, extracellular
LPS4e	phospholipase
LPSe	lipase
LRAT	Lecithin retinol acyltransferase
LRAT1	Lecithin retinol acyltransferase (11-cis)
LRAT2	Lecithin retinol acyltransferase (9-cis)
LS3	Lumisterol 3 formation
LSTO1r	Lathosterol oxidase
LSTO2r	Lathosterol oxidase
LTA4H	Leukotriene A-4 hydrolase
LTC4CP	Leukotriene C4 carboxypeptidase
LTC4Sr	Leukotriene C4 synthase
LTD4DP	Leukotriene D4 dipeptidase
LTDCL	L-Tryptophan decarboxy-lyase
LYSMTF1n	histone-lysine N-methyltransferase, nuclear
LYSMTF2n	histone-lysine N-methyltransferase, nuclear
LYSMTF3n	histone-lysine N-methyltransferase, nuclear
LYSOXp	L-lysine oxidase, peroxisomal
M1316Mg	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase
M13N2Tg	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
M13N4Tg	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
M14NTg	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
M16N4Tg	alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
M16N6Tg	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
M16NTg	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
M4ATAer	M4A transamidase, endoplasmic reticulum
M4BET2er	M4B phosphoethanolaminyl transferase, endoplasmic reticulum
M4BTAer	M4B transamidase, endoplasmic reticulum
M4CET3er	M4C phosphoethanolaminyl transferase, endoplasmic reticulum
MACACI	maleylacetoacetate isomerase
MACOXO	3-Methylimidazole acetaldehyde:NAD+ oxidoreductase
MALT	alpha-glucosidase
MALTe	alpha-glucosidase, extracellular
MALTly	alpha-glucosidase, lysosomal
MAN1_6B1er	mannosidase I, endoplasmic reticulum (g1m6masnB1-producing)
MAN1_7Ber	mannosidase I, endoplasmic reticulum (g1m7masnB-producing)
MAN1PT2	mannose-1-phosphate guanylyltransferase (GDP)
MAN2_6B1er	mannosidase II, endoplasmic reticulum (g1m6masnB1-producing)
MAN2_7Cer	mannosidase II, endoplasmic reticulum (g1m7masnC-producing)
MAN6PI	mannose-6-phosphate isomerase
MAOLNOR	monoamine oxidase (L-Normetanephrine)
MAOX	Methylamine oxidase
MCCCrm	methylcrotonoyl-CoA carboxylase, mitochondrial
MCD	Malonyl-CoA Decarboxylase cytoplasmic
MCDm	Malonyl-CoA Decarboxylase, mitochondrial
MCDp	Malonyl-CoA Decarboxylase peroxisomal
MCITS	2-methylcitrate synthase
MCLACCYSR	3-mercaptolactate:cysteine reductase
MCLOR	3-Mercaptolactate:NAD+ oxidoreductase
MCOATA	Malonyl-CoA-ACP transacylase
MCOATAm	Malonyl-CoA-ACP transacylase, mitochondrial
MCPST	3-mercaptopyruvate sulfurtransferase
MDH	malate dehydrogenase
MDHm	malate dehydrogenase, mitochondrial
MDRPD	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase
ME1m	malic enzyme (NAD), mitochondrial
ME2	malic enzyme (NADP)
ME2m	malic enzyme (NADP), mitochondrial
MECOALm	mesaconate--CoA ligase (ADP-forming), mitochondrial
MECOAS1m	mesaconate--CoA ligase (GDP-forming)
MELATN23DOX	Melatonin:oxygen 2,3-dioxygenase (indole-decyclizing)
MELATNOX	Melatonin:NADP oxidoreductase
MESCOALm	Mesaconyl-CoA pyruvate-lyase
METAT	methionine adenosyltransferase
METS	methionine synthase
MEVK1x	mevalonate kinase (atp)
MG1er	mannosyl-oligosaccharide glucosidase, endoplasmic reticulum
MG2er	mannosyl-oligosaccharide glucosidase, endoplasmic reticulum
MG3er	mannosyl-oligosaccharide glucosidase, endoplasmic reticulum
MGACONm	methylglutaconase, mitochondrial
MGCHrm	methylglutaconyl-CoA hydratase (reversible), mitochondrial
MGSA	methylglyoxal synthase
MGSA2	methyglyoxylate synthase 2 (from g3p)
MHISOR	N-Methylhistamine:oxygen oxidoreductase (deaminating)
MI13456PK	inositol-1,3,4,5,6-pentakisphosphate 2-kinase
MI1345PKn	inositol-1,3,4,5-triphosphate 6-kinase, nucleus
MI1345PP	inositol-1,3,4,5-trisphosphate 5-phosphatase
MI1346PKn	inositol-1,3,4,6-tetrakisphosphate 5-kinase, nucleus
MI134P4P	inositol-1,3,4-trisphosphate 4-phosphatase
MI134PK	inositol-1,3,4-trisphosphate 6-kinase
MI134PP	inositol-1,3,4-trisphosphate 1-phosphatase
MI13PP	inositol-1,3-bisphosphate 3-phosphatase
MI1456PKn	inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus
MI145P6Kn	inositol-1,4,5-triphosphate 6-kinase, nucleus
MI145PK	inositol-1,4,5-trisphosphate 3-kinase
MI145PKn	inositol-1,4,5-trisphosphate 3-kinase, nucleus
MI145PP	inositol-1,4,5-trisphosphate 5-phosphatase
MI14P4P	inositol-1,4-bisphosphate 4-phosphatase
MI14PP	inositol-1,4-bisphosphate 1-phosphatase
MI1PP	myo-inositol 1-phosphatase
MI1PS	myo-Inositol-1-phosphate synthase
MI3456PK	inositol-3,4,5,6-tetrakisphosphate 1-kinase
MI34PP	inositol-3,4-bisphosphate 4-phosphatase
MI3PP	myo-inositol 3-phosphatase
MI4PP	myo-inositol 4-phosphatase
MICITDr	2-methylisocitrate dehydratase
MLTG1	Maltodextrin glucosidase (maltotriose)
MLTG1e	Maltodextrin glucosidase (maltotriose), extracellular
MLTG1ly	Maltodextrin glucosidase (maltotriose), lysosome
MM5ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM5bg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM5cg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM6ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM6B1ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM6B1bg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM6B2g	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM6bg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM7Ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM7B1g	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM7B2g	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM7Cag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM7Cbg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM8Ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MM8Ber	mannosyl-oligosaccharide 1,2-alpha-mannosidase, endoplasmic reticulum
MM8Cg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
MMCD	Methylmalonyl-CoA decarboxylase
MMCDm	Methylmalonyl-CoA decarboxylase, mitochondrial
MMCDp	Methylmalonyl-CoA decarboxylase, peroxisomal
MMEm	methylmalonyl-CoA epimerase/racemase
MMMm	methylmalonyl-CoA mutase
MMSAD1m	methylmalonate-semialdehyde dehydrogenase
MMSAD3m	methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde), mitochondrial
MMTSADm	malonate-semialdehyde dehydrogenase (acetylating), mitochondrial
MOGAT	monoacylglycerol acyltransferase
MTAP	5-methylthioadenosine phosphorylase
MTHFC	methenyltetrahydrofolate cyclohydrolase
MTHFCm	methenyltetrahydrifikate cyclohydrolase, mitochondrial
MTHFD	methylenetetrahydrofolate dehydrogenase (NADP)
MTHFD2	methylenetetrahydrofolate dehydrogenase (NAD)
MTHFD2m	methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial
MTHFDm	methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial
MTRI	5-methylthioribose-1-phosphate isomerase
N3Tg	N-acetylgalactosamine 3-beta-galactosyltransferase, Golgi apparatus
N4Tg	N-acetylgalactosamine 4-beta-galactosyltransferase, Golgi apparatus
NABTNO	N4-Acetylaminobutanal:NAD+ oxidoreductase
NABTNOm	N4-Acetylaminobutanal:NAD+ oxidoreductase (m)
NACASPAH	N-Acetyl-L-aspartate amidohydrolase
NACHEX10ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX11ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX12ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX13ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX14ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX15ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX16ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX17ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX18ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX19ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX1ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX20ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX21ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX22ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX23ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX24ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX25ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX26ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX27ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX2ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX3ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX4ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX5ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX6ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX7ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX8ly	beta-N-acetylhexosaminidase, lysosomal
NACHEX9ly	beta-N-acetylhexosaminidase, lysosomal
NACHEXA10ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA11ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA12ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA13ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA14ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA15ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA16ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA17ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA18ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA19ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA1ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA20ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA21ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA22ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA2ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA3ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA4ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA5ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA6ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA7ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA8ly	beta-N-acetylhexosaminidase A, lysosomal
NACHEXA9ly	beta-N-acetylhexosaminidase A, lysosomal
NADK	NAD kinase
NADN	NAD nucleosidase
NADNe	NAD nucleosidase,extracellular
NADPN	NADP nucleosidase
NADPNe	NADP nucleosidase,extracellular
NADS2	NAD synthase (glutamine-hydrolysing)
NAGA2ly	N-acetylgalactosaminidase, alpha-
NAGAlby	N-acetylgalactosaminidase, beta-
NAGAly	N-acetylgalactosaminidase, alpha-
NAGLCAly	N-acetylglucosaminidase, lysosomal
NBAHH_ir	Nalpha-(beta-alanyl)-L-histidine hydrolase IR
NDP10ex	nucleoside-diphosphatase (IDP), extracellular
NDP3ex	nucleoside-diphosphatase (GDP), extracellular
NDP6	nucleoside-diphosphatase (dCDP)
NDP7er	nucleoside-diphosphatase (UDP), endoplasmic reticulum
NDP7ex	nucleoside-diphosphatase (UDP), extracellular
NDP7g	nucleoside-diphosphatase (UDP), Golgi apparatus
NDP8	nucleoside-diphosphatase (dUDP)
NDP8ex	nucleoside-diphosphatase (UTP), extracellular
NDPK1	nucleoside-diphosphate kinase (ATP:GDP)
NDPK10	nucleoside-diphosphate kinase (ATP:dIDP)
NDPK10m	nucleoside-diphosphate kinase (ATP:dIDP), mitochondrial
NDPK10n	nucleoside-diphosphate kinase (ATP:dIDP), nuclear
NDPK1m	nucleoside-diphosphate kinase (ATP:GDP), mitochondrial
NDPK1n	nucleoside-diphosphate kinase (ATP:GDP), nuclear
NDPK2	nucleoside-diphosphate kinase (ATP:UDP)
NDPK2m	nucleoside-diphosphate kinase (ATP:UDP), mitochondrial
NDPK2n	nucleoside-diphosphate kinase (ATP:UDP), nuclear
NDPK3	nucleoside-diphosphate kinase (ATP:CDP)
NDPK3m	nucleoside-diphosphate kinase (ATP:CDP), mitochondrial
NDPK3n	nucleoside-diphosphate kinase (ATP:CDP),nuclear
NDPK4	nucleoside-diphosphate kinase (ATP:dTDP)
NDPK4m	nucleoside-diphosphate kinase (ATP:dTDP), mitochondrial
NDPK4n	nucleoside-diphosphate kinase (ATP:dTDP), nuclear
NDPK5	Nucleoside-diphosphate kinase (ATP:dGDP)
NDPK5m	nucleoside-diphosphate kinase (ATP:dGDP), mitochondrial
NDPK5n	nucleoside-diphosphate kinase (ATP:dGDP), nuclear
NDPK6	Nucleoside-diphosphate kinase (ATP:dUDP)
NDPK6m	nucleoside-diphosphate kinase (ATP:dUDP), mitochondrial
NDPK6n	nucleoside-diphosphate kinase (ATP:dUDP), nuclear
NDPK7	nucleoside-diphosphate kinase (ATP:dCDP)
NDPK7m	nucleoside-diphosphate kinase (ATP:dCDP), mitochondrial
NDPK7n	nucleoside-diphosphate kinase (ATP:dCDP), nuclear
NDPK8	Nucleoside-diphosphate kinase (ATP:dADP)
NDPK8m	nucleoside-diphosphate kinase (ATP:dADP), mitochondrial
NDPK8n	nucleoside-diphosphate kinase (ATP:dADP), nuclear
NDPK9	nucleoside-diphosphate kinase (ATP:IDP)
NDPK9m	nucleoside-diphosphate kinase (ATP:IDP), mitochondrial
NDPK9n	nucleoside-diphosphate kinase (ATP:IDP), nuclear
NICRNS	NICRNS
NMNATm	nicotinamide-nucleotide adenylyltransferase, mitochondrial
NMNATn	nicotinamide-nucleotide adenylyltransferase
NMNATr	nicotinamide-nucleotide adenylyltransferase
NMNS	NMN synthetase
NMPTRCOX	N-Methylputrescine:oxygen oxidoreductase (deaminating)
NNATm	nicotinate-nucleotide adenylyltransferase, mitochondrial
NNATn	nicotinate-nucleotide adenylyltransferase
NNATr	nicotinate-nucleotide adenylyltransferase
NNMT	Nicotinamide N-methyltransferase
NORANMT	noradrenaline N-methyltransferase
NOS1	Nitric Oxide Synthase (intermediate forming)
NOS2	Nitric Oxide Synthase (NO forming)
NP1	nucleotide phosphatase
NRPPHRSULT	Norepinephrine Sulfotransferase
NRVNCCPT1	carnitine O-palmitoyltransferase
NRVNCCPT2	carnitine transferase
NS26T2g	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase
NS26Tg	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase
NT5C	Nicotinate D-ribonucleotide phosphohydrolase
NTD1	5-nucleotidase (dUMP)
NTD10	5-nucleotidase (XMP)
NTD11	5-nucleotidase (IMP)
NTD12	5-nucleotidase (dIMP)
NTD1m	5-nucleotidase (dUMP),mitochondrial
NTD2	5-nucleotidase (UMP)
NTD2e	5-nucleotidase (UMP), extracellular
NTD2l	5-nucleotidase (UMP), lysosome
NTD2m	5-nucleotidase (UMP), mitochondrial
NTD3	5-nucleotidase (dCMP)
NTD3l	5-nucleotidase (dCMP), lysosomal
NTD4	5-nucleotidase (CMP)
NTD4e	5-nucleotidase (CMP), extracellular
NTD4l	5-nucleotidase (CMP), lysosome
NTD5	5-nucleotidase (dTMP)
NTD5l	5-nucleotidase (dTMP), lysosomal
NTD5m	5-nucleotidase (dTMP), mitochondrial
NTD6	5-nucleotidase (dAMP)
NTD6l	5-nucleotidase (dAMP), lysosome
NTD7	5-nucleotidase (AMP)
NTD7e	5-nucleotidase (AMP), extracellular
NTD7l	5-nucleotidase (AMP), lysosome
NTD8	5-nucleotidase (dGMP)
NTD8l	5-nucleotidase (dGMP), lysosomal
NTD9	5-nucleotidase (GMP)
NTD9e	5-nucleotidase (GMP), extracellular
NTD9l	5-nucleotidase (GMP), lysosome
NTP3e	nucleoside-triphosphatase (GTP)
NTPP10	Nucleoside triphosphate pyrophosphorylase (ditp)
NTPP11	Nucleoside triphosphate pyrophosphorylase (xtp)
NTPP9	Nucleoside triphosphate pyrophosphorylase (itp)
O16G1e	oligo-1,6-glucosidase (glygn4 -> glygn5), extracellular
O16G2e	oligo-1,6-glucosidase (strch2 ->strch3), extracellular
OBDHc	2-Oxobutanoate dehydrogenase, cytosolic
OCBTm	ornithine carbamoyltransferase, irreversible
OCOAT1m	3-oxoacid CoA-transferase
OIVD1m	2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial
OIVD2m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial
OIVD3m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial
OMPDC	orotidine-5-phosphate decarboxylase
OPAHir	5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir)
ORETNF	4-oxo-retinoic acid formation (oxidation)
ORETNF2	13-cis-4-oxo-retinoic acid formation (oxidation)
ORNDC	Ornithine Decarboxylase
ORNTArm	ornithine transaminase reversible (m)
ORPT	orotate phosphoribosyltransferase
P45011A1m	Cytochrome P450 11A1, mitochondrial [Precursor]
P45011B11m	Steroid 11-beta-hydroxylase
P45011B12m	Steroid 11-beta-hydroxylase
P45011B21m	Steroid 11-beta-hydroxylase
P45017A1r	Cytochrome P450 17A1
P45017A2r	Cytochrome P450 17A1
P45017A3r	Cytochrome P450 17A1
P45017A4r	Cytochrome P450 17A1
P45019A1r	aromatase
P45019A2r	aromatase
P4501B1r	cytochrome P450 1B1
P45021A1r	Steroid 21-hydroxylase
P45021A2r	Steroid 21-hydroxylase
P45027A11m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase
P45027A12m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase
P45027A13m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase
P45027A14m	5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1
P45027A15m	5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1
P45027A16m	Cytochrome P450 27
P45027A1m	Cytochrome P450 27
P4502A6	cytochrome P450 2A6
P4502C18	cytochrome P450 2C18
P4502C19	cytochrome P450 2C19
P4502C8	cytochrome P450 2C8
P4502C9	cytochrome P450 2C9
P4502C92	cytochrome P450 2C9
P4502C93	cytochrome P450 2C9
P4502C94	cytochrome P450 2C9
P4502D6	cytochrome P450 2D6
P4502E1	cytochrome P450 2E1
P4502F1	cytochrome P450 2F1
P45039A1r	oxysterol 7-alpha-hydroxylase
P4503A43r	cytochrome p450 P450 3A43
P4503A5	cytochrome P450 3A5
P4503A7r	cytochrome p450 P450 3A7
P45046A1r	cytochrome P450, family 46, subfamily A, polypeptide 1
P4504B1r	cytochrome P450 4B1
P4504F121r	cytochrome p450 4F12/4F2
P4504F122r	cytochrome p450 4F12/4F2
P4504F123r	cytochrome p450 4F12/4F2
P4504F81r	cytochrome p450 4F8
P4507A1r	cytochrome P450, family 7, subfamily A, polypeptide 1
P4507B11r	oxysterol 7alpha-hydroxylase
P4507B12r	oxysterol 7alpha-hydroxylase
P4508B11r	sterol 12-alpha-hydroxylase
P4508B13r	sterol 12-alpha-hydroxylase (nadh)
P450LTB4r	cytochrome p450 leukotriene B4
P450SCC1m	cholesterol monooxygenase
P5CDm	1-pyrroline-5-carboxylate dehydrogenase, mitochondrial
P5CRm	pyrroline-5-carboxylate reductase (m)
PACCOAL	phenylacetate-CoA ligase
PAFH	Platelet-activating factor acetylhydrolase
PAFHe	Platelet-activating factor acetylhydrolase
PAFS	alkyl glycerol phosphocholine acetyl transferase
PAN4PP	phosphatase (pan4p)
PCHOLP_hs	choline phosphatase
PCHOLPg_hs	choline phosphatase
PCHOLPm_hs	choline phosphatase
